,open,high,low,close,adjclose,volume,ticker
2021-01-04,1912.199951171875,1945.0999755859375,1912.199951171875,1944.699951171875,1944.699951171875,154.0,GC=F
2021-01-05,1941.699951171875,1952.699951171875,1941.300048828125,1952.699951171875,1952.699951171875,113.0,GC=F
2021-01-06,1952.0,1959.9000244140625,1901.5,1906.9000244140625,1906.9000244140625,331.0,GC=F
2021-01-07,1922.5999755859375,1926.699951171875,1912.0,1912.300048828125,1912.300048828125,122.0,GC=F
2021-01-08,1908.0,1908.0,1834.0999755859375,1834.0999755859375,1834.0999755859375,60.0,GC=F
2021-01-11,1826.5,1849.5999755859375,1826.5,1849.5999755859375,1849.5999755859375,20.0,GC=F
2021-01-12,1849.0,1859.699951171875,1839.4000244140625,1842.9000244140625,1842.9000244140625,176.0,GC=F
2021-01-13,1858.0,1858.5999755859375,1853.5999755859375,1853.5999755859375,1853.5999755859375,189.0,GC=F
2021-01-14,1836.699951171875,1850.699951171875,1836.699951171875,1850.300048828125,1850.300048828125,149.0,GC=F
2021-01-15,1829.4000244140625,1829.4000244140625,1825.0,1829.300048828125,1829.300048828125,31.0,GC=F
2021-01-19,1802.0,1842.9000244140625,1802.0,1839.5,1839.5,13.0,GC=F
2021-01-20,1847.800048828125,1866.5999755859375,1844.4000244140625,1865.9000244140625,1865.9000244140625,16.0,GC=F
2021-01-21,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,1865.300048828125,6.0,GC=F
2021-01-22,1854.9000244140625,1855.699951171875,1852.699951171875,1855.699951171875,1855.699951171875,8.0,GC=F
2021-01-25,1864.699951171875,1864.699951171875,1851.800048828125,1854.9000244140625,1854.9000244140625,26.0,GC=F
2021-01-26,1855.800048828125,1855.800048828125,1850.699951171875,1850.699951171875,1850.699951171875,59.0,GC=F
2021-01-27,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,195540.0,GC=F
2021-01-28,1843.4000244140625,1862.9000244140625,1831.5,1837.9000244140625,1837.9000244140625,27283.0,GC=F
2021-01-29,1842.0,1876.0,1838.699951171875,1847.300048828125,1847.300048828125,1634.0,GC=F
2021-02-01,1866.5999755859375,1871.9000244140625,1850.0,1860.800048828125,1860.800048828125,1494.0,GC=F
2021-02-02,1859.5999755859375,1861.300048828125,1827.5999755859375,1830.5,1830.5,1293.0,GC=F
2021-02-03,1834.800048828125,1842.4000244140625,1829.800048828125,1832.199951171875,1832.199951171875,1195.0,GC=F
2021-02-04,1832.199951171875,1832.199951171875,1782.800048828125,1788.9000244140625,1788.9000244140625,2375.0,GC=F
