Date,UBS log_return,Bid-Ask Spread,volume,VIX,EURCHF,oil_log_return,gold_log_return,DB log_return,MS log_return,SPY log_return,^FTSE log_return
2021-01-05,0.022146212991157307,0.3869022170937384,3584400,-0.062340930777420096,-0.0019061313577822155,0.04736921199584524,0.0041053068384807835,0.018450690868085762,0.016833890994767273,0.0068637194394418535,0.006128552311137965
2021-01-06,0.0329885668203282,0.8034795366808349,5241300,-0.010712280917359632,0.00040745404107400695,0.013922276453716168,-0.02373410559741736,0.05252655248384087,0.05854856950427616,0.005960712786412728,0.03413393512330993
2021-01-07,0.028722573400967042,0.8442749909442362,4618000,-0.11395108697919597,0.0031243990445817523,0.003942460403614052,0.002827831959051613,0.012925692406656844,0.016956429854727208,0.01474820687893387,0.002204571736359204
2021-01-08,-0.01621832503866716,0.10641658861330855,2133900,-0.03688109174802423,0.002387538728579323,0.027361749616170234,-0.04175284695685238,-0.0017138356922377668,0.0041280776852984655,0.00568154407760871,0.002374283530075448
2021-01-11,-0.003931880595712694,0.30891580277057656,2451400,0.11054189600223237,-0.004133389446477783,0.0001913737468295353,0.008415501632621867,-0.0008580205683798363,0.010706566772702328,-0.006763647820053983,-0.010942312218699278
2021-01-12,0.008499568517422779,0.8693316550967283,4100300,-0.03164153450913615,0.00010161463682733047,0.018206440557430974,-0.0036289551927895197,0.013640518472370394,-0.0034241374927051313,0.00021119682482293237,-0.006552257260161277
2021-01-13,-0.016409951804694907,0.9735746514916032,2796100,-0.0491974860781978,2.7771401255245046e-05,-0.005653977370225007,0.005789249861381841,-0.007649858807002445,-0.0031713225865032356,0.002689359178759961,-0.0012741264567076914
2021-01-14,0.00856678167691789,0.3581784124684377,2441800,0.045762535348432325,-0.0025917907708497326,0.012396850163976169,-0.0017818664700341759,0.03438492545760005,0.011971512696818136,-0.0035081264856747932,0.008341070688268878
2021-01-15,-0.007243999875901149,0.9430169011147957,1786100,0.04581596179503342,0.0004354505888734701,-0.02284625149757445,-0.011414407787474065,-0.04295399081534524,-0.01621554697868593,-0.007319379326411214,-0.009794918457259055
2021-01-20,0.0033500997290925585,0.4024358575887409,1547100,-0.07410796584050658,0.0017177033270344424,0.00489554984972133,0.014249727942710165,-0.012522555901029096,-0.00200229035305311,0.013743811934587761,0.004073310899437706
2021-01-21,-0.0013386550869709803,1.0119700973257453,2223600,-0.012121371311005128,-0.0005103873446246648,-0.0020682644866759792,-0.0003215992599331132,0.006280922274133908,-0.0018724011881207227,0.0009112405658674767,-0.0037158740660466734
2021-01-22,-0.003354594895671835,0.46034580799873626,2942200,0.027297561659488975,-0.00018556945781342246,-0.01631915908415263,-0.0051599671898233754,-0.026281526552241807,-0.007659779667508892,-0.0035456950282216223,-0.003027451652400399
2021-01-25,-0.02380257789143325,1.8627935867078866,5256700,0.05677802765401989,0.00013920798425619944,0.009520254609766446,-0.00043115764322087933,-0.036469711307814554,-0.0238902914288465,0.003936063384946354,-0.008429657733141189
2021-01-26,0.027826692413442593,1.5054896197566172,3954400,-0.007357751117878455,0.0008720985925646661,-0.0030366287481197332,-0.002266879894457694,0.016060815300507007,-0.016296735051588365,-0.0015621500362329908,0.0022719051918209873
2021-01-27,-0.025764080029509324,0.6580623082055804,5011100,0.4802140945749818,-8.347176660812942e-05,0.004551456100213201,-0.003138830803113128,-0.036263526325215296,-0.03996809234983084,-0.024744086832159302,-0.013100176498600756
2021-01-28,0.037078681974721424,1.0480821587601534,5087700,-0.20840455266105468,-0.001949581334809076,-0.009696783427044539,-0.0038014599418898284,0.019249854450386048,0.013068307657506942,0.008563429768650509,-0.00629312682451587
2021-01-29,-0.04882320880538664,0.5761900625787894,4469300,0.0910581614516798,0.0008824084774861046,-0.0026783905130293812,0.005101511241647846,-0.03590874803822708,-0.03329480520264059,-0.020222696473238034,-0.01835569501707922
2021-02-01,0.01722398722647047,0.8621996808117514,2134800,-0.09006558280233154,0.0032814021535304667,0.025533273142231104,0.007281389008044573,0.02440335865473912,0.00920426794320083,0.016508490980280167,0.009150345079303622
2021-02-02,0.013568716037264268,0.789412346343711,2134900,-0.16813693512742764,0.0011653893724536907,0.022344187122395973,-0.01641737544450263,0.007684948953012297,0.04733243740771034,0.014041184037211234,0.00774861847537821
2021-02-03,0.006046383970102229,0.418005685353965,2018600,-0.10945511880997491,-0.001026618071856802,0.016840603173096404,0.0009282503708198232,0.00857557933527904,-0.004945237707075134,0.0007860055760847452,-0.0013667153457603623
2021-02-04,0.0026755842775930396,0.21719928416788478,2551700,-0.051040593531359875,0.0008878789676540118,0.0096498412211802,-0.023916484486413037,-0.01241067152490002,0.023655696790672462,0.011301605342968764,-0.0006301517135856349
2021-02-05,-0.0026755842775931264,0.34748582495501207,2800400,-0.0422201349721882,6.468853821108924e-05,0.010965779192911567,0.012223053284327792,-0.008683137486939108,0.012782804686954261,0.003928132782375852,-0.0022166391936190833
2021-02-08,0.02709117389462984,1.860124078536593,7188100,0.01757342429621931,0.0013025776532842581,0.019509463053032146,0.011529720189568878,0.022989587532424763,0.013699801989055658,0.007195986710037045,0.005256405165859978
2021-02-09,0.0,2.169434008712824,3140700,0.018195015567699823,-9.22302812475768e-05,0.006705077703834748,0.0018542895508146806,-0.008559267627915115,0.0001346333504258853,-0.0006660427582991057,0.0012409094737035943
2021-02-10,0.005849880266980227,0.8472430356811163,3233900,0.016506592992762147,-0.0015523514054629798,0.005468224362485355,0.0028836096711605716,0.011396123635362753,0.0012116036680405713,-0.0004357475256623747,-0.0011029712074827253
2021-02-11,-0.008460845288428928,0.45137670397807506,1709300,-0.03423089878779304,-0.002314547347655528,-0.007526525767200488,-0.008566387767498546,0.008462688084567422,-0.00824051401106427,0.0016137630790994486,0.0006588922312943654
2021-02-12,0.006514643784101049,0.39874262396493926,1279500,-0.062125782326553906,0.0008060421120121559,0.020899571536612125,-0.0018099820260787875,0.01947210636473271,0.012000405303717716,0.004927623881120012,0.009315097180428545
2021-02-17,-0.015248057474640902,0.1558559289798229,2395200,0.0018622405931039336,0.0005370285144385519,0.01798877065891413,-0.014629062349107949,-0.007073408867500168,-0.007920914067171426,0.00022945839907117775,-0.0056464585673770325
2021-02-18,-0.016134586980205243,0.4151870388232039,1759100,0.045017820660557956,0.0017389194603610457,-0.010192409995840137,0.0012978130348198413,-0.008912748758214744,-0.008251246204643856,-0.0042650864514255605,-0.014060706337634983
2021-02-19,0.00971199414538276,1.3864039899484488,1788500,-0.019758188501749405,0.0010805729166362963,-0.02137687875106325,0.0013524313819186311,0.040356356459356854,0.015514441724537472,-0.0017675379341602648,0.0010270678163522412
2021-02-22,0.013440143718717629,1.9604220034947064,2060900,0.06155796013459353,0.0036765754868181215,0.03727756952902632,0.017250896659106188,0.030484973579307732,0.018253460023547833,-0.007721449861292021,-0.0017829600095639253
2021-02-23,-0.007657975435301658,0.3313820785231466,2423900,-0.014605076730018152,0.0022416367501739607,0.002922972050267851,-0.0012738096892075683,0.0033305578396502613,0.0012911360494222526,0.0012136425422739111,0.0020697398902835814
2021-02-24,0.02217388187825372,0.18500245431172604,1917400,-0.07968219767307105,0.009225922645906368,0.02482316678405671,-0.004443464260402694,0.03351354579010802,0.0302475378044614,0.010959056064222558,0.004983126164807071
2021-02-25,-0.01007564230707611,1.0173848991558885,3023700,0.30291224032747205,0.003286128246198842,0.004891489967564365,-0.012322324448977169,0.024614218024648308,-0.01831896304812833,-0.02439082995098161,-0.001051761797804124
2021-02-26,-0.017880407854593636,1.2675971082306514,3099400,-0.03307826645371294,-0.002086625647286658,-0.03247504125137617,-0.02643982642289971,-0.038373975574063114,-0.020090792024374172,-0.005165940747434498,-0.025672512273359305
2021-03-01,0.018513133512446787,0.9257669158968896,2231700,-0.17982022644574985,-0.0038124457059328584,-0.01408244354352033,-0.0032458010444414774,0.028917649393066205,0.029355447905223014,0.02395106712203497,0.016080655945847885
2021-03-02,0.010695233929490145,0.16007142211216455,3143800,0.031614855873289195,0.004901616143030613,-0.014785540457331867,0.006134974480583479,0.0,0.02038203982732031,-0.007833823617744123,0.0038326406809611325
2021-03-03,-0.011961085840434803,1.419344443518502,4043900,0.10132748472935964,0.0032514648212782805,0.02528431470062549,-0.01032367748638774,0.015711227257579518,0.015597450438758478,-0.013334212282538064,0.009285762163881543
2021-03-04,-0.025009341202834785,1.2916331259657545,4839000,0.06881786450640696,0.002158808845616645,0.040769822442147795,-0.008842158417799017,-0.03894014183846903,-0.011644391655323268,-0.01245201827778602,-0.003691938674956223
2021-03-05,0.014824667106439295,0.9452780538601724,3885800,-0.14717471401246487,0.003350912114932998,0.034794066117021245,-0.0012947745929176705,0.029543057360149266,-0.0029633045365799146,0.018229412041131186,-0.0030719530375398515
